NUMERODOSSIER;iddebiteur
12339435;4087
12339764;4088
12340064;4089
12340816;4090
12340957;4091
12342054;4092
12343707;4093
12344602;4094
12344622;4095
12344974;4096
12345181;4097
12345205;4098
12345232;4099
12345683;4100
12345930;4101
12346854;4102
12347729;4103
12347777;4104
12348112;4105
12348341;4106
12348443;4107
12349261;4108
12349424;4109
12350769;4110
12351251;4111
12352044;4112
12352773;4113
12352947;4114
12352989;4115
12353023;4116
12353484;4117
12353608;4118
12354319;4119
12355488;4120
12356577;4121
12356643;4122
12357668;4123
12357708;4124
12358205;4125
12360544;4126
12360655;4127
12361944;4128
12366464;4129
12366789;4130
12367445;4131
12367465;4132
12368167;4133
12368292;4134
12368641;4135
12369026;4136
12369608;4137
12369897;4138
12370019;4139
12370020;4140
12370805;4141
12371008;4142
12371431;4143
12372588;4144
12372950;4145
12373473;4146
12373840;4147
12374127;4148
12374549;4149
12374577;4150
12375285;4151
12375504;4152
12376517;4153
12376705;4154
12376937;4155
12376938;4156
12377807;4157
12377830;4158
12377882;4159
12378972;4160
12381423;4161
12381444;4162
12383121;4163
12383996;4164
12384807;4165
12386203;4166
12386437;4167
12386565;4168
12387083;4169
12389062;4170
12389109;4171
12389516;4172
12390665;4173
12390908;4174
12391038;4175
12391162;4176
12391804;4177
12391887;4178
12392188;4179
12392310;4180
12392978;4181
12393919;4182
12394310;4183
12395173;4184
12395581;4185
12396096;4186
12396158;4187
12396347;4188
12397503;4189
12398638;4190
12398938;4191
12399015;4192
12399153;4193
12399175;4194
12399610;4195
12400112;4196
12400776;4197
12400997;4198
12401102;4199
12402990;4200
12403169;4201
12403389;4202
12405640;4203
12405801;4204
12405915;4205
12406313;4206
12406591;4207
12407137;4208
12407534;4209
12407701;4210
12408026;4211
12408227;4212
12408610;4213
12409000;4214
12409326;4215
12410143;4216
12411456;4217
12412567;4218
12413098;4219
12414722;4220
12414846;4221
12417574;4222
12418740;4223
12419555;4224
12420354;4225
12420442;4226
12420542;4227
12420575;4228
12420782;4229
12421191;4230
12421664;4231
12422906;4232
12423847;4233
12424022;4234
12425218;4235
12425964;4236
12426113;4237
12426969;4238
12427180;4239
12428439;4240
12430066;4241
12430690;4242
12431244;4243
12432817;4244
12434862;4245
12435057;4246
12436791;4247
12438469;4248
12438844;4249
12439560;4250
12440065;4251
12441781;4252
12442308;4253
12443341;4254
12443772;4255
12444225;4256
12446146;4257
12446249;4258
12446557;4259
12446770;4260
12446780;4261
12447031;4262
12447166;4263
12447903;4264
12448531;4265
12449092;4266
12449159;4267
12449648;4268
12450029;4269
12450539;4270
12451061;4271
12452936;4272
12453781;4273
12454767;4274
12455075;4275
12455123;4276
12455649;4277
12455983;4278
12457989;4279
12458047;4280
12459865;4281
12461313;4282
12461314;4283
12462531;4284
12463481;4285
12463783;4286
12464302;4287
12465971;4288
12466177;4289
12466424;4290
12467264;4291
12467688;4292
12470186;4293
12471052;4294
12472098;4295
12473392;4296
12473435;4297
12474235;4298
12474936;4299
12475789;4300
12475959;4301
12476458;4302
12476647;4303
12477372;4304
12477384;4305
12478221;4306
12478338;4307
12478421;4308
12478647;4309
12480605;4310
12480802;4311
12480873;4312
12481591;4313
12482999;4314
12483301;4315
12484239;4316
12484640;4317
12485105;4318
12485879;4319
12486570;4320
12487052;4321
12488724;4322
12489514;4323
12489904;4324
12489933;4325
12490896;4326
12493705;4327
12494760;4328
12494954;4329
12495244;4330
12495248;4331
12495455;4332
12495799;4333
12496163;4334
12496394;4335
12496672;4336
12497941;4337
12499065;4338
12499587;4339
12499637;4340
12500814;4341
12501007;4342
12501049;4343
12503062;4344
12505192;4345
12505502;4346
12506245;4347
12506418;4348
12506823;4349
12509057;4350
12510547;4351
12511519;4352
12511821;4353
12512019;4354
12512617;4355
12512653;4356
12512810;4357
12514223;4358
12515093;4359
12516187;4360
12516566;4361
12519804;4362
12519805;4363
12521203;4364
12521980;4365
12523319;4366
12527603;4367
12528486;4368
12528552;4369
12529906;4370
12530524;4371
12532468;4372
12532731;4373
12532971;4374
12533100;4375
12533557;4376
12533960;4377
12534000;4378
12534058;4379
12534587;4380
12535413;4381
12536302;4382
12537677;4383
12538546;4384
12541316;4385
12541880;4386
12543505;4387
12543768;4388
12544198;4389
12545102;4390
12545113;4391
12545748;4392
12546136;4393
12546153;4394
12546918;4395
12547068;4396
12547209;4397
12547760;4398
12548550;4399
12549201;4400
12549215;4401
12550682;4402
12550847;4403
12551073;4404
12553713;4405
12554675;4406
12555012;4407
12555272;4408
12555555;4409
12557339;4410
12557655;4411
12557818;4412
12557845;4413
12558032;4414
12558932;4415
12559747;4416
12560258;4417
12560468;4418
12561535;4419
12562577;4420
12562803;4421
12563994;4422
12564128;4423
12564477;4424
12565127;4425
12565237;4426
12565671;4427
12568464;4428
12568617;4429
12568832;4430
12569728;4431
12571212;4432
12571581;4433
12572873;4434
12573116;4435
12574409;4436
12574678;4437
12575321;4438
12576248;4439
12577108;4440
12577159;4441
12577235;4442
12577394;4443
12577709;4444
12577767;4445
12579086;4446
12581163;4447
12581721;4448
12582058;4449
12582773;4450
12583700;4451
12584089;4452
12584331;4453
12586873;4454
12586949;4455
12587135;4456
12587148;4457
12587637;4458
12587818;4459
12588038;4460
12589292;4461
12589540;4462
12589988;4463
12590284;4464
12590384;4465
12592241;4466
12592998;4467
12593153;4468
12593220;4469
12593719;4470
12593860;4471
12595223;4472
12596260;4473
12597153;4474
12598686;4475
12599142;4476
12602461;4477
12603558;4478
12604000;4479
12604144;4480
12604324;4481
12604860;4482
12606437;4483
12606445;4484
12607526;4485
12607927;4486
12608403;4487
12611996;4488
12612362;4489
12612741;4490
12612797;4491
12613523;4492
12614002;4493
12614360;4494
12614412;4495
12614711;4496
12614759;4497
12616795;4498
12617957;4499
12618029;4500
12618320;4501
12618433;4502
12618631;4503
12619290;4504
12620499;4505
12621597;4506
12622435;4507
12622906;4508
12625112;4509
12625120;4510
12626370;4511
12626729;4512
12628294;4513
12630777;4514
12632363;4515
12632918;4516
12633132;4517
12633195;4518
12633223;4519
12633611;4520
12634412;4521
12635857;4522
12636364;4523
12636701;4524
12637324;4525
12637475;4526
12637499;4527
12638462;4528
12638928;4529
12640248;4530
12640571;4531
12642855;4532
12643013;4533
12643926;4534
12644099;4535
12644188;4536
12644680;4537
12644898;4538
12645791;4539
12646233;4540
12646637;4541
12647716;4542
12648344;4543
12648468;4544
12648634;4545
12649992;4546
12651058;4547
12651274;4548
12651378;4549
12651451;4550
12652384;4551
12652948;4552
12653499;4553
12653592;4554
12653595;4555
12654010;4556
12655450;4557
12655538;4558
12655688;4559
12655926;4560
12658604;4561
12658654;4562
12660516;4563
12660836;4564
12661487;4565
12661791;4566
12662063;4567
12663050;4568
12666519;4569
12666782;4570
12666897;4571
12667041;4572
12667438;4573
12667678;4574
12667933;4575
12669575;4576
12669886;4577
12670085;4578
12670636;4579
12671283;4580
12672039;4581
12672649;4582
12672770;4583
12672985;4584
12673141;4585
12673519;4586
12673747;4587
12673772;4588
12673912;4589
12674306;4590
12676133;4591
12677631;4592
12678835;4593
12679346;4594
12679852;4595
12680928;4596
12681433;4597
12682952;4598
12683334;4599
12683431;4600
12684561;4601
12684729;4602
12684904;4603
12685391;4604
12686272;4605
12686602;4606
12687836;4607
12688044;4608
12689007;4609
12691458;4610
12692790;4611
12695656;4612
12696803;4613
12697059;4614
12697465;4615
12698580;4616
12698617;4617
12699046;4618
12699565;4619
12699883;4620
12699929;4621
12701253;4622
12701507;4623
12702635;4624
12702863;4625
12703579;4626
12704172;4627
12704226;4628
12704990;4629
12705144;4630
12706696;4631
12706797;4632
12706992;4633
12707554;4634
12709098;4635
12709284;4636
12709675;4637
12710085;4638
12710300;4639
12710352;4640
12710748;4641
12710880;4642
12710958;4643
12711394;4644
12713049;4645
12713628;4646
12715040;4647
12715865;4648
12716251;4649
12716763;4650
12716946;4651
12717392;4652
12717843;4653
12717994;4654
12718021;4655
12718677;4656
12720495;4657
12721164;4658
12721256;4659
12721408;4660
12722230;4661
12722328;4662
12723631;4663
12724341;4664
12724562;4665
12725106;4666
12726275;4667
12726677;4668
12726839;4669
12726919;4670
12727208;4671
12728201;4672
12729234;4673
12730071;4674
12730584;4675
12731779;4676
12731868;4677
12732594;4678
12733388;4679
12733784;4680
12733837;4681
12735137;4682
12737338;4683
12737947;4684
12737948;4685
12738155;4686
12738180;4687
12738270;4688
12738935;4689
12739649;4690
12739690;4691
12739867;4692
12739931;4693
12740586;4694
12740799;4695
12741050;4696
12741133;4697
12743932;4698
12744447;4699
12745257;4700
12745526;4701
12745877;4702
12745998;4703
12746415;4704
12746576;4705
12748492;4706
12750338;4707
12750985;4708
12752048;4709
12753015;4710
12753150;4711
12753964;4712
12754615;4713
12755228;4714
12755864;4715
12756048;4716
12756886;4717
12757420;4718
12757899;4719
12758020;4720
12758592;4721
12758640;4722
12759185;4723
12759752;4724
12759872;4725
12759968;4726
12760659;4727
12760688;4728
12760715;4729
12762902;4730
12763612;4731
12763989;4732
12764092;4733
12764157;4734
12764231;4735
12764764;4736
12765296;4737
12765336;4738
12765427;4739
12765482;4740
12766109;4741
12766429;4742
12767136;4743
12767188;4744
12767361;4745
12767704;4746
12768338;4747
12768956;4748
12769030;4749
12769672;4750
12769958;4751
12771232;4752
12772086;4753
12772150;4754
12773084;4755
12773160;4756
12773371;4757
12773480;4758
12773492;4759
12773582;4760
12773617;4761
12774257;4762
12774920;4763
12774964;4764
12775423;4765
12775794;4766
12776089;4767
12776342;4768
12776876;4769
12776967;4770
12776984;4771
12777492;4772
12777831;4773
12777959;4774
12778395;4775
12779171;4776
12779446;4777
12779447;4778
12779623;4779
12780077;4780
12780737;4781
12781091;4782
12781253;4783
12781337;4784
12782115;4785
12782646;4786
12782733;4787
12783064;4788
12783147;4789
12783280;4790
12783577;4791
12783911;4792
12783922;4793
12784985;4794
12785831;4795
12786250;4796
12786257;4797
12788042;4798
12788687;4799
12789063;4800
12789246;4801
12789709;4802
12789726;4803
12790338;4804
12790424;4805
12791479;4806
12791509;4807
12791714;4808
12793084;4809
12793240;4810
12794228;4811
12794231;4812
12794461;4813
12794760;4814
12796016;4815
12796444;4816
12796923;4817
12797084;4818
12797330;4819
12798184;4820
12798729;4821
12798764;4822
12799054;4823
12799577;4824
12800964;4825
12802148;4826
12802319;4827
12802583;4828
12802852;4829
12802861;4830
12803784;4831
12803899;4832
12804484;4833
12804487;4834
12804750;4835
12804926;4836
12805334;4837
12805699;4838
12805739;4839
12805967;4840
12806098;4841
12806401;4842
12807192;4843
12807638;4844
12807698;4845
12808821;4846
12810416;4847
12810795;4848
12811071;4849
12812826;4850
12812930;4851
12812982;4852
12813693;4853
12815612;4854
12816315;4855
12816695;4856
12817219;4857
12818330;4858
12820027;4859
12820054;4860
12820588;4861
12820980;4862
12821083;4863
12821702;4864
12821977;4865
12822998;4866
12823539;4867
12823621;4868
12823905;4869
12824418;4870
12824470;4871
12825056;4872
12825293;4873
12825761;4874
12825911;4875
12826136;4876
12826436;4877
12826464;4878
12826626;4879
12827382;4880
12828401;4881
12828882;4882
12830091;4883
12830589;4884
12830843;4885
12832130;4886
12832185;4887
12833378;4888
12833535;4889
12833688;4890
12834620;4891
12835038;4892
12835720;4893
12836003;4894
12836916;4895
12837321;4896
12837408;4897
12837610;4898
12838244;4899
12838515;4900
12839382;4901
12840784;4902
12840954;4903
12841084;4904
12841983;4905
12842131;4906
12842165;4907
12842177;4908
12842521;4909
12843172;4910
12843190;4911
12843320;4912
12843511;4913
12843541;4914
12844076;4915
12844872;4916
12844919;4917
12845925;4918
12846073;4919
12846083;4920
12846201;4921
12846957;4922
12847054;4923
12847910;4924
12848465;4925
12848898;4926
12849068;4927
12849628;4928
12849646;4929
12849701;4930
12850237;4931
12850421;4932
12850428;4933
12851200;4934
12851381;4935
12851508;4936
12851610;4937
12851759;4938
12852772;4939
12852989;4940
12853454;4941
12853741;4942
12853870;4943
12854736;4944
12855560;4945
12855881;4946
12856130;4947
12856599;4948
12857339;4949
12857737;4950
12858147;4951
12858185;4952
12859170;4953
12859869;4954
12860470;4955
12861242;4956
12861531;4957
12862046;4958
12862189;4959
12862535;4960
12863061;4961
12863913;4962
12864128;4963
12864660;4964
12866124;4965
12866361;4966
12866370;4967
12866431;4968
12866941;4969
12868284;4970
12869415;4971
12870137;4972
12870723;4973
12870967;4974
12871067;4975
12871602;4976
12871906;4977
12872833;4978
12873318;4979
12873810;4980
12873970;4981
12874914;4982
12875770;4983
12876854;4984
12877069;4985
12877802;4986
12878620;4987
12879027;4988
12879123;4989
12879367;4990
12879951;4991
12880132;4992
12880306;4993
12880338;4994
12880352;4995
12880536;4996
12880668;4997
12881304;4998
12881319;4999
12881854;5000
12881995;5001
12882417;5002
12882459;5003
12883118;5004
12883173;5005
12883394;5006
12883778;5007
12884185;5008
12884703;5009
12884729;5010
12885851;5011
12886186;5012
12886548;5013
12886610;5014
12887324;5015
12887710;5016
12888565;5017
12889053;5018
12889724;5019
12889798;5020
12890261;5021
12891095;5022
12892139;5023
12892421;5024
12893020;5025
12893345;5026
12893868;5027
12893907;5028
12894079;5029
12894196;5030
12894612;5031
12894912;5032
12895411;5033
12897197;5034
12897541;5035
12898663;5036
12898774;5037
12899138;5038
12899370;5039
12899977;5040
12900161;5041
12900275;5042
12900284;5043
12901199;5044
12901233;5045
12901245;5046
12901471;5047
12901999;5048
12902180;5049
12902181;5050
12902709;5051
12903578;5052
12903751;5053
12905020;5054
12905172;5055
12905968;5056
12906218;5057
12906844;5058
12906882;5059
12907260;5060
12908184;5061
12908283;5062
12908618;5063
12909072;5064
12909924;5065
12910478;5066
12910841;5067
12910846;5068
12910886;5069
12911355;5070
12911521;5071
12911541;5072
12912898;5073
12913143;5074
12913804;5075
12915113;5076
12915899;5077
12915968;5078
12916491;5079
12916824;5080
12916860;5081
12916941;5082
12916967;5083
12917557;5084
12917566;5085
12917686;5086
12917838;5087
12917902;5088
12918057;5089
12918151;5090
12918893;5091
12919098;5092
12919163;5093
12919185;5094
12919285;5095
12919941;5096
12920818;5097
12920832;5098
12920899;5099
12921048;5100
12921303;5101
12921366;5102
12922769;5103
12923222;5104
12923437;5105
12923467;5106
12924518;5107
12925125;5108
12925815;5109
12925853;5110
12926476;5111
12927411;5112
12927718;5113
12928556;5114
12929448;5115
12929501;5116
12929557;5117
12930022;5118
12930705;5119
12930751;5120
12931014;5121
12931131;5122
12931135;5123
12931167;5124
12931543;5125
12932051;5126
12932085;5127
12932719;5128
12935338;5129
12935703;5130
12937109;5131
12937537;5132
12938688;5133
12939513;5134
12940150;5135
12940702;5136
12940865;5137
12941598;5138
12941744;5139
12942497;5140
12942553;5141
12942750;5142
12942952;5143
12942987;5144
12942988;5145
12943705;5146
12944136;5147
12944487;5148
12944790;5149
12945049;5150
12945340;5151
12946053;5152
12946454;5153
12946575;5154
12946985;5155
12947310;5156
12947400;5157
12947804;5158
12948213;5159
12948530;5160
12949060;5161
12949526;5162
12950139;5163
12950982;5164
12952042;5165
12952192;5166
12952686;5167
12952718;5168
12953127;5169
12953621;5170
12954649;5171
12954718;5172
12955321;5173
12955662;5174
12956493;5175
12956494;5176
12956762;5177
12957648;5178
12958912;5179
12959104;5180
12959142;5181
12959391;5182
12959440;5183
12959526;5184
12961352;5185
12961719;5186
12962364;5187
12962486;5188
12962953;5189
12963130;5190
12963397;5191
12963866;5192
12965234;5193
12965309;5194
12965740;5195
12966048;5196
12966188;5197
12966731;5198
12966945;5199
12968330;5200
12968551;5201
12968955;5202
12969015;5203
12969370;5204
12970118;5205
12971035;5206
12971134;5207
12971221;5208
12971786;5209
12971922;5210
12972433;5211
12972460;5212
12974591;5213
12975549;5214
12976761;5215
12976874;5216
12977517;5217
12979628;5218
12979740;5219
12979918;5220
12979956;5221
12980007;5222
12980273;5223
12980471;5224
12980784;5225
12981620;5226
12981765;5227
12982035;5228
12982961;5229
12983175;5230
12983538;5231
12983865;5232
12983984;5233
12984053;5234
12984943;5235
12985055;5236
12985703;5237
12987339;5238
12987533;5239
12987724;5240
12988590;5241
12988621;5242
12989458;5243
12989464;5244
12989700;5245
12989850;5246
12990362;5247
12990588;5248
12991274;5249
12991801;5250
12992509;5251
12992753;5252
12993931;5253
12993948;5254
12994455;5255
12995304;5256
12995368;5257
12995574;5258
12996485;5259
12997135;5260
12998101;5261
13000547;5262
13001133;5263
13001155;5264
13002173;5265
13002375;5266
13002635;5267
13002709;5268
13003611;5269
13004005;5270
13005000;5271
13005214;5272
13005962;5273
13007059;5274
13008120;5275
13008154;5276
13008221;5277
13008245;5278
13008419;5279
13009363;5280
13009555;5281
13009741;5282
13009764;5283
13011946;5284
13012107;5285
13012879;5286
13013535;5287
13013612;5288
13013796;5289
13014776;5290
13015058;5291
13015432;5292
13015456;5293
13015866;5294
13016200;5295
13016578;5296
13016831;5297
13017554;5298
13017617;5299
13017630;5300
13017782;5301
13018299;5302
13018815;5303
13018909;5304
13018942;5305
13019691;5306
13020233;5307
13021353;5308
13021493;5309
13022206;5310
13022244;5311
13022531;5312
13022842;5313
13023020;5314
13023074;5315
13023223;5316
13023759;5317
13024269;5318
13024350;5319
13024632;5320
13024813;5321
13025356;5322
13025721;5323
13025978;5324
13025990;5325
13026633;5326
13026762;5327
13026788;5328
13026790;5329
13026980;5330
13027288;5331
13027296;5332
13027874;5333
13028494;5334
13028511;5335
13028754;5336
13029038;5337
13029059;5338
13029508;5339
13029799;5340
13030378;5341
13031026;5342
13031484;5343
13031496;5344
13031533;5345
13031716;5346
13032529;5347
13033175;5348
13033525;5349
13033547;5350
13034406;5351
13035804;5352
13036349;5353
13036662;5354
13037236;5355
13037448;5356
13038575;5357
13038863;5358
13039054;5359
13039556;5360
13039581;5361
13039729;5362
13040171;5363
13040307;5364
13041940;5365
13042198;5366
13043769;5367
13044328;5368
13044666;5369
13045182;5370
13045245;5371
13045657;5372
13045726;5373
13045748;5374
13046817;5375
13046845;5376
13047055;5377
13047073;5378
13047235;5379
13048055;5380
13048455;5381
13048547;5382
13049165;5383
13049595;5384
13051902;5385
13053009;5386
13053193;5387
13054322;5388
13054578;5389
13055101;5390
13055701;5391
13056433;5392
13056482;5393
13057104;5394
13057348;5395
13057446;5396
13057763;5397
13058153;5398
13058409;5399
13058627;5400
13058691;5401
13058709;5402
13058784;5403
13059794;5404
13060793;5405
13060796;5406
13061025;5407
13061073;5408
13061189;5409
13061430;5410
13061962;5411
13062577;5412
13062810;5413
13063610;5414
13064022;5415
13064341;5416
13064348;5417
13064785;5418
13065294;5419
13066172;5420
13066612;5421
13067033;5422
13067614;5423
13068497;5424
13068886;5425
13069007;5426
13069280;5427
13069415;5428
13069933;5429
13069954;5430
13070044;5431
13070569;5432
13071399;5433
13072212;5434
13072350;5435
13072741;5436
13072801;5437
13073164;5438
13073385;5439
13073591;5440
13074744;5441
13075233;5442
13075294;5443
13076086;5444
13076535;5445
13076756;5446
13077213;5447
13078096;5448
13078449;5449
13078455;5450
13078664;5451
13079080;5452
13079409;5453
13079633;5454
13080257;5455
13080617;5456
13080662;5457
13081154;5458
13081413;5459
13081451;5460
13082200;5461
13082324;5462
13082707;5463
13082830;5464
13082888;5465
13083989;5466
13084133;5467
13084565;5468
13084829;5469
13085871;5470
13086186;5471
13087239;5472
13087279;5473
13087298;5474
13087595;5475
13088133;5476
13089003;5477
13089344;5478
13089859;5479
13090056;5480
13090075;5481
13090225;5482
13090393;5483
13090526;5484
13091145;5485
13091146;5486
13091295;5487
13091655;5488
13092821;5489
13093167;5490
13093307;5491
13093312;5492
13093466;5493
13093755;5494
13093893;5495
13094387;5496
13094633;5497
13095383;5498
13095523;5499
13095569;5500
13096298;5501
13096407;5502
13096416;5503
13096701;5504
13097044;5505
13097432;5506
13097568;5507
13097912;5508
13098610;5509
13099141;5510
13100053;5511
13100061;5512
13100205;5513
13100358;5514
13100590;5515
13101031;5516
13101866;5517
13102356;5518
13102535;5519
13102722;5520
13102900;5521
13103140;5522
13103995;5523
13104185;5524
13104672;5525
13104906;5526
13106182;5527
13106439;5528
13106475;5529
13106616;5530
13106620;5531
13107967;5532
13108512;5533
13108524;5534
13108617;5535
13108627;5536
13109798;5537
13110107;5538
13110257;5539
13110786;5540
13112037;5541
13112473;5542
13112809;5543
13112940;5544
13113480;5545
13114200;5546
13115108;5547
13115441;5548
13115464;5549
13115484;5550
13115767;5551
13115792;5552
13115840;5553
13115904;5554
13116084;5555
13116449;5556
13116453;5557
13116768;5558
13117255;5559
13117536;5560
13117824;5561
13118153;5562
13118384;5563
13118575;5564
13119982;5565
13120089;5566
13120272;5567
13121183;5568
13122194;5569
13122395;5570
13122872;5571
13123312;5572
13124011;5573
13124084;5574
13125131;5575
13125701;5576
13125944;5577
13126464;5578
13127146;5579
13127362;5580
13128029;5581
13128112;5582
13128211;5583
13128432;5584
13129654;5585
13130214;5586
13130594;5587
13131007;5588
13131059;5589
13131741;5590
13132371;5591
13133373;5592
13133898;5593
13133919;5594
13134581;5595
13134716;5596
13135112;5597
13135412;5598
13135938;5599
13136180;5600
13136471;5601
13136613;5602
13136619;5603
13136698;5604
13136772;5605
13137410;5606
13138186;5607
13138222;5608
13138657;5609
13138818;5610
13138841;5611
13138861;5612
13139352;5613
13140496;5614
13140559;5615
13140952;5616
13140969;5617
13141238;5618
13141487;5619
13141716;5620
13142210;5621
13143052;5622
13143100;5623
13143117;5624
13143146;5625
13144141;5626
13144848;5627
13144955;5628
13145024;5629
13145321;5630
13146587;5631
13146647;5632
13146782;5633
13146789;5634
13146959;5635
13148377;5636
13148872;5637
13148906;5638
13148993;5639
13149717;5640
13149970;5641
13151155;5642
13151211;5643
13151730;5644
13151948;5645
13152482;5646
13152844;5647
13154497;5648
13155259;5649
